Name,Category,Price,Quality
GalaxyLegends,Simulación,32699,69
DragonEmpire,RPG,50282,52
LegendsQuest,Simulación,69800,12
GalaxyDragon,RPG,44521,25
DragonQuest,Acción,26231,73
GalaxyLegends,Estrategia,9633,80
EmpireEmpire,Estrategia,8089,84
GalaxyLegends,Aventura,10537,51
DragonWarrior,RPG,47430,9
DragonWarrior,Deportes,18843,36
QuestWarrior,Deportes,37844,48
DragonQuest,Deportes,39416,89
QuestGalaxy,Simulación,24273,100
DragonLegends,RPG,467,53
DragonGalaxy,RPG,63613,21
DragonGalaxy,Simulación,48962,100
WarriorGalaxy,Aventura,10273,79
WarriorEmpire,Estrategia,47497,51
LegendsDragon,Deportes,3397,33
QuestDragon,Estrategia,63139,87
QuestEmpire,Simulación,12800,58
WarriorGalaxy,Estrategia,11066,88
LegendsEmpire,Estrategia,58794,81
WarriorLegends,Simulación,25776,68
LegendsWarrior,Simulación,63836,17
DragonDragon,RPG,12831,42
GalaxyGalaxy,Acción,16889,67
EmpireLegends,Acción,25241,96
QuestWarrior,Estrategia,22993,68
WarriorEmpire,Acción,38591,45
EmpireLegends,Simulación,17537,38
EmpireDragon,Acción,44964,31
DragonLegends,Aventura,2113,95
EmpireQuest,Deportes,19365,60
QuestDragon,Deportes,25101,81
WarriorDragon,Simulación,17692,65
EmpireQuest,Estrategia,34006,19
DragonLegends,Acción,60402,83
DragonDragon,Simulación,53582,61
WarriorWarrior,RPG,40446,61
WarriorLegends,Simulación,33048,63
WarriorEmpire,Aventura,34721,34
WarriorDragon,RPG,28399,96
LegendsWarrior,Acción,11001,71
GalaxyQuest,Deportes,15333,28
WarriorWarrior,RPG,54341,55
LegendsEmpire,RPG,46837,7
GalaxyLegends,Estrategia,60244,55
DragonDragon,Estrategia,43058,70
LegendsLegends,Aventura,68875,47
LegendsLegends,RPG,59726,60
QuestLegends,Simulación,60599,96
WarriorWarrior,Estrategia,44150,61
EmpireGalaxy,Deportes,55908,57
DragonGalaxy,Deportes,25808,14
QuestQuest,Estrategia,21380,80
GalaxyDragon,Deportes,30610,94
WarriorDragon,Simulación,54166,89
LegendsEmpire,Aventura,65056,96
LegendsDragon,Aventura,15878,86
QuestQuest,Acción,55422,45
LegendsEmpire,RPG,51285,20
QuestWarrior,Simulación,47421,29
WarriorQuest,Simulación,17557,24
EmpireWarrior,RPG,30851,68
LegendsEmpire,RPG,58499,40
QuestWarrior,RPG,69898,97
GalaxyQuest,RPG,66931,26
LegendsEmpire,Estrategia,11084,84
GalaxyGalaxy,RPG,40951,27
WarriorWarrior,Deportes,16506,2
QuestWarrior,Acción,21625,14
DragonWarrior,Estrategia,62784,28
DragonDragon,RPG,41081,92
EmpireWarrior,Deportes,54091,77
DragonDragon,RPG,14189,33
DragonQuest,RPG,11505,61
LegendsDragon,RPG,68429,83
EmpireGalaxy,Simulación,43133,20
QuestWarrior,Aventura,5598,47
QuestGalaxy,RPG,23293,62
DragonEmpire,Estrategia,19548,26
DragonDragon,Acción,50168,91
DragonEmpire,Deportes,27723,43
EmpireEmpire,Estrategia,53100,98
WarriorGalaxy,Aventura,22767,38
LegendsLegends,Deportes,15231,78
QuestLegends,Estrategia,15297,80
GalaxyEmpire,Aventura,47129,17
WarriorDragon,Acción,162,11
LegendsWarrior,Simulación,37620,96
GalaxyDragon,Acción,51247,62
EmpireEmpire,RPG,51416,43
DragonWarrior,Estrategia,5495,63
WarriorGalaxy,Estrategia,44497,60
DragonQuest,Acción,27896,14
GalaxyWarrior,Aventura,62727,86
LegendsWarrior,Acción,34879,18
DragonDragon,Estrategia,65326,92
GalaxyQuest,RPG,12641,30
DragonLegends,RPG,19929,74
EmpireDragon,Simulación,4494,21
GalaxyWarrior,Deportes,3362,75
GalaxyDragon,Simulación,27899,3
GalaxyGalaxy,Simulación,67891,57
LegendsEmpire,Aventura,9756,65
LegendsQuest,Deportes,46682,99
EmpireWarrior,Simulación,7964,43
WarriorLegends,Simulación,43773,5
WarriorGalaxy,Aventura,37952,95
EmpireWarrior,Deportes,61672,22
DragonLegends,Simulación,60681,98
GalaxyWarrior,Deportes,28332,40
GalaxyDragon,Simulación,15553,17
WarriorEmpire,RPG,69389,10
WarriorEmpire,Simulación,48279,56
DragonDragon,Aventura,51011,49
GalaxyQuest,Acción,46845,71
QuestGalaxy,Deportes,66772,57
LegendsLegends,Estrategia,63161,58
WarriorQuest,Aventura,41019,89
LegendsGalaxy,Aventura,3598,19
WarriorWarrior,Simulación,35279,100
GalaxyEmpire,Simulación,64393,9
LegendsGalaxy,RPG,9412,37
QuestEmpire,Aventura,41219,36
DragonGalaxy,Acción,63156,19
DragonQuest,Estrategia,15784,37
WarriorDragon,Estrategia,50568,33
DragonWarrior,Deportes,35277,40
WarriorEmpire,Acción,10495,19
GalaxyEmpire,Deportes,62021,25
GalaxyEmpire,RPG,2181,84
DragonDragon,Deportes,13444,56
GalaxyWarrior,Acción,46413,32
QuestQuest,Deportes,33169,75
GalaxyLegends,Acción,15314,74
LegendsQuest,Estrategia,52198,21
DragonWarrior,RPG,14167,54
LegendsEmpire,Deportes,4721,91
DragonQuest,Acción,37676,64
WarriorDragon,Aventura,32032,81
WarriorLegends,Estrategia,6118,46
QuestEmpire,Estrategia,48236,73
QuestWarrior,Estrategia,52837,88
DragonWarrior,Acción,51384,1
DragonWarrior,Simulación,66861,56
DragonDragon,RPG,17500,30
EmpireDragon,Simulación,11692,57
WarriorEmpire,Aventura,58943,81
WarriorLegends,Aventura,28153,77
GalaxyQuest,RPG,64782,43
GalaxyWarrior,Simulación,30714,87
DragonQuest,RPG,10464,95
LegendsQuest,RPG,32816,25
LegendsWarrior,Acción,13676,54
WarriorDragon,Deportes,48549,96
QuestGalaxy,RPG,57541,81
EmpireDragon,Acción,68762,95
EmpireWarrior,Acción,9104,97
DragonEmpire,Estrategia,1202,80
WarriorGalaxy,RPG,1902,93
WarriorQuest,Simulación,44887,57
DragonQuest,Deportes,52414,89
DragonDragon,RPG,23812,58
LegendsEmpire,Deportes,54168,70
EmpireDragon,Aventura,15977,27
EmpireGalaxy,Estrategia,48541,88
WarriorLegends,Deportes,28581,63
GalaxyLegends,Acción,69472,9
QuestEmpire,Acción,48244,11
EmpireGalaxy,Simulación,60077,41
GalaxyDragon,Deportes,17202,13
QuestLegends,RPG,3633,93
LegendsWarrior,Deportes,59246,24
EmpireEmpire,Deportes,42041,66
EmpireWarrior,Deportes,39649,21
LegendsLegends,Estrategia,48189,39
EmpireDragon,Estrategia,7631,78
QuestEmpire,Simulación,12800,0
WarriorLegends,Simulación,12246,4
WarriorQuest,Aventura,40450,85
QuestDragon,Simulación,9641,17
WarriorDragon,Aventura,52243,59
LegendsDragon,Simulación,69122,45
LegendsGalaxy,Estrategia,38931,51
EmpireDragon,Acción,4264,14
DragonGalaxy,Estrategia,51770,64
LegendsGalaxy,Estrategia,50789,83
EmpireLegends,Acción,37853,49
GalaxyWarrior,Acción,60546,54
QuestLegends,Acción,69652,25
GalaxyLegends,Estrategia,30084,31
WarriorGalaxy,Simulación,45700,85
QuestDragon,Aventura,27429,93
QuestLegends,Estrategia,4013,41
WarriorEmpire,Estrategia,61887,22
WarriorWarrior,RPG,22487,5
QuestQuest,Estrategia,38796,32
WarriorQuest,Aventura,49492,25
GalaxyDragon,Deportes,2608,31
EmpireLegends,RPG,57208,94
QuestLegends,Aventura,16612,71
WarriorDragon,Aventura,38863,44
DragonEmpire,Acción,55986,6
LegendsEmpire,Acción,41436,26
QuestGalaxy,Aventura,14637,20
QuestQuest,Acción,31956,10
GalaxyEmpire,Deportes,30571,59
DragonLegends,Aventura,24821,12
WarriorEmpire,Deportes,48656,72
WarriorDragon,Simulación,26576,55
DragonLegends,Acción,60362,84
EmpireWarrior,Deportes,12122,78
GalaxyQuest,Simulación,54585,85
LegendsLegends,Aventura,21273,57
LegendsEmpire,RPG,64462,82
WarriorEmpire,Simulación,54626,20
LegendsWarrior,Estrategia,38826,6
WarriorEmpire,Simulación,41296,66
WarriorEmpire,RPG,7664,85
WarriorLegends,Acción,23703,100
LegendsDragon,Acción,22151,70
GalaxyEmpire,RPG,26599,22
WarriorEmpire,Aventura,8754,62
WarriorDragon,Estrategia,11877,91
GalaxyGalaxy,Acción,33389,72
WarriorDragon,Acción,18706,7
DragonDragon,Estrategia,8366,12
WarriorEmpire,Acción,43546,74
EmpireDragon,Deportes,18621,84
WarriorLegends,Simulación,4706,93
EmpireWarrior,Simulación,32184,58
WarriorDragon,Acción,54461,36
LegendsLegends,Aventura,56003,52
EmpireGalaxy,Deportes,27726,72
WarriorGalaxy,Aventura,28238,42
EmpireLegends,Aventura,8921,73
DragonGalaxy,Deportes,2542,15
DragonWarrior,Aventura,46572,94
QuestEmpire,Estrategia,62138,42
WarriorWarrior,RPG,65471,46
DragonDragon,Aventura,35395,70
LegendsDragon,Estrategia,23246,49
GalaxyQuest,Estrategia,25432,58
GalaxyGalaxy,Estrategia,4423,50
WarriorQuest,Deportes,37624,78
LegendsDragon,Simulación,37535,36
LegendsGalaxy,Acción,55839,84
GalaxyDragon,Aventura,13060,41
QuestWarrior,Estrategia,37775,30
LegendsLegends,Simulación,30921,35
QuestEmpire,Deportes,25133,53
LegendsQuest,Simulación,48918,31
GalaxyWarrior,RPG,67093,20
QuestEmpire,Aventura,1593,95
GalaxyWarrior,Aventura,26486,32
GalaxyGalaxy,Aventura,2881,35
QuestEmpire,Acción,42793,86
DragonWarrior,Simulación,53407,64
GalaxyLegends,Aventura,34722,29
GalaxyWarrior,RPG,15088,100
LegendsEmpire,Estrategia,40390,38
EmpireGalaxy,Deportes,16836,65
LegendsGalaxy,Deportes,47345,19
LegendsLegends,Deportes,33749,64
QuestQuest,Acción,14892,47
LegendsWarrior,Aventura,47969,88
DragonWarrior,Estrategia,31038,17
EmpireEmpire,Deportes,66179,44
WarriorWarrior,Deportes,8751,69
QuestLegends,RPG,16192,34
WarriorEmpire,RPG,55049,83
WarriorLegends,Estrategia,3602,81
LegendsQuest,Simulación,15061,29
EmpireGalaxy,Deportes,29969,100
GalaxyQuest,Aventura,12364,38
WarriorEmpire,Acción,13535,11
LegendsGalaxy,Deportes,24564,13
DragonQuest,Simulación,19166,30
EmpireDragon,Deportes,37065,37
QuestQuest,Deportes,30543,59
DragonQuest,Estrategia,67567,23
WarriorDragon,Estrategia,57594,27
LegendsDragon,Estrategia,38985,95
GalaxyWarrior,Deportes,22835,44
WarriorEmpire,Simulación,27027,56
EmpireQuest,Acción,63656,78
QuestLegends,Estrategia,32098,56
GalaxyDragon,Simulación,20630,57
QuestGalaxy,RPG,423,26
QuestDragon,Estrategia,19237,22
DragonWarrior,Acción,53882,41
QuestQuest,RPG,38076,47
WarriorEmpire,Aventura,16634,55
LegendsQuest,Simulación,11958,33
EmpireGalaxy,Estrategia,17266,21
EmpireGalaxy,Acción,36893,94
LegendsQuest,Deportes,61286,40
EmpireGalaxy,Estrategia,50937,35
DragonGalaxy,RPG,11507,84
LegendsLegends,Aventura,19222,22
WarriorQuest,Acción,52779,3
DragonQuest,Estrategia,2607,29
LegendsDragon,Acción,15624,6
EmpireLegends,Simulación,44160,58
DragonEmpire,Estrategia,69841,11
EmpireDragon,Estrategia,19708,78
DragonDragon,Acción,54859,25
DragonWarrior,Estrategia,58150,55
LegendsLegends,Estrategia,33977,47
LegendsEmpire,Estrategia,67207,89
DragonQuest,RPG,46311,100
WarriorEmpire,Aventura,14922,76
QuestWarrior,Deportes,62846,73
DragonDragon,Acción,5672,70
QuestWarrior,RPG,7284,31
DragonWarrior,Simulación,64113,9
LegendsGalaxy,Simulación,4935,37
WarriorGalaxy,Acción,66802,28
WarriorQuest,Deportes,9943,54
GalaxyLegends,Aventura,34307,8
DragonEmpire,RPG,19818,85
GalaxyGalaxy,RPG,56584,46
GalaxyDragon,RPG,60527,93
LegendsQuest,Estrategia,1018,24
EmpireGalaxy,Acción,14797,26
GalaxyDragon,RPG,17193,58
EmpireEmpire,Estrategia,19171,26
GalaxyQuest,Aventura,13911,4
QuestQuest,RPG,15843,65
DragonGalaxy,Estrategia,4433,24
QuestLegends,Estrategia,23165,29
EmpireQuest,Acción,13910,60
QuestLegends,Simulación,12830,55
LegendsEmpire,Simulación,63764,32
DragonLegends,Aventura,63109,53
LegendsGalaxy,Simulación,9611,55
GalaxyWarrior,Acción,12203,94
GalaxyWarrior,Aventura,23923,47
LegendsWarrior,Estrategia,13850,4
DragonWarrior,Deportes,60834,26
EmpireEmpire,Estrategia,22646,47
DragonEmpire,RPG,10389,15
GalaxyEmpire,RPG,62913,99
DragonGalaxy,RPG,19960,4
QuestGalaxy,Acción,17530,85
QuestWarrior,Aventura,66555,59
LegendsLegends,RPG,23354,53
DragonQuest,Estrategia,69597,65
GalaxyDragon,Estrategia,7054,23
GalaxyDragon,RPG,31235,99
QuestGalaxy,Acción,56872,20
GalaxyWarrior,RPG,49303,62
GalaxyWarrior,Acción,13404,11
DragonLegends,Deportes,57882,26
LegendsQuest,RPG,44942,72
WarriorWarrior,Deportes,23216,67
EmpireDragon,Deportes,36489,86
WarriorEmpire,Simulación,28603,90
WarriorGalaxy,Aventura,42788,6
GalaxyWarrior,RPG,40985,1
QuestEmpire,Estrategia,46312,16
EmpireEmpire,RPG,38229,46
DragonWarrior,Deportes,51226,50
DragonEmpire,Simulación,43317,50
EmpireLegends,Aventura,33039,87
QuestEmpire,Acción,44432,4
DragonEmpire,Deportes,40867,65
EmpireQuest,Simulación,63158,8
WarriorQuest,Simulación,37716,74
EmpireWarrior,Acción,16811,70
EmpireEmpire,Simulación,48094,30
GalaxyGalaxy,Estrategia,40172,97
WarriorEmpire,Estrategia,7579,2
EmpireGalaxy,Acción,15646,15
LegendsEmpire,Estrategia,15957,48
LegendsLegends,Simulación,31713,7
EmpireQuest,Deportes,57986,75
LegendsLegends,RPG,58164,96
GalaxyQuest,Deportes,37973,83
DragonDragon,Deportes,27508,56
WarriorEmpire,Aventura,56754,85
LegendsLegends,Estrategia,49439,35
DragonEmpire,Acción,20385,40
DragonQuest,Estrategia,27654,96
LegendsGalaxy,Deportes,68810,53
QuestLegends,Aventura,58951,57
EmpireGalaxy,Aventura,22255,90
EmpireLegends,Acción,66086,75
EmpireLegends,Estrategia,8736,51
QuestQuest,Deportes,47552,27
LegendsQuest,Deportes,58729,32
GalaxyEmpire,Aventura,52270,64
QuestWarrior,Acción,17287,7
WarriorDragon,Acción,15139,78
EmpireDragon,Acción,5198,89
WarriorLegends,Aventura,50788,84
EmpireWarrior,Deportes,59967,69
QuestQuest,Simulación,38004,84
GalaxyEmpire,Deportes,66403,71
EmpireGalaxy,Simulación,49358,73
QuestQuest,RPG,1333,41
WarriorGalaxy,RPG,42937,25
WarriorWarrior,Estrategia,64768,35
LegendsQuest,Estrategia,22338,40
LegendsWarrior,Aventura,40788,21
EmpireEmpire,RPG,7037,90
QuestGalaxy,Aventura,62195,23
QuestQuest,Aventura,58253,78
EmpireDragon,Acción,45058,86
GalaxyQuest,Aventura,51673,51
